Taxon_FA,Genera,PhAname,Endemicity,non.endemic,SEN,Taxon,Familie,SIN,FAN,FHN,ZWN,WSN,ZDSF,T,Tv,K,Kv,L,Lv,F,Fv,W,R,Rv,N,Nv,S,M,H,Hv,D,Dv,LF,BD,WT,RO,KS,DA,VA,FS,MA,BZ,BZ.S,BZ.D,BS,MV,SU,DG,GI,GV,LR,EG,AE,EM,VE,CH,JU,JU1,JU2,MP,MP1,MP2,NA.,NA1,NA2,WA,EA,SA,SA1,SA2,SA3,PS,PS1,PS1_txt,PS2,PS2_txt,PS3,PS3_txt,BL,SL,TB,
Anthericum_liliago,Anthericum,Anthericum liliago,0,1,494,Anthericum liliago,Liliaceae,35100,143.4.1,2845,631,2061,ZDSF,4,II,4,I,4,I,1.5,I,1,3,I,2,I,,m,3,I,3,I,h,s,3,Wd,crs,Bo,Sr,zw,,05-juin,5 6,2,me ca me,2,,2,,D1,6.2 6.7 9.1 9.3,6,I,2,,LC,VU,VU,EN,EN,EN,EN,NT,NT,VU,LC,LC,LC,LC,LC,LC,9.131 10.211 14.81102,9.131,Xerobromion,10.211,Seslerion caeruleae,14.81102,Arabidi turritae-Quercetum pubescentis,,,,
Arctostaphylos_uva_ursi,Arctostaphylos,Arctostaphylos uva ursi,0,1,588,Arctostaphylos uva-ursi,Ericaceae,43100,57.7.1,783,2285,1222,ZDSF,2,I,4,I,3,II,2,I,1,3,I,2,I,,,3,I,3,I,z,i,3,Wh,ccs,En Dy,Kt,zw,r60,04-juil,4 5 6 7,4,me (au),-,,4,tg h e,B3,3.2 7.1 8.2 9.1,1,I,1,*,LC,NT,NT,-,EN,CR,EN,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.211 12.313,14.211,Erico-Pinion,12.313,Juniperion nanae,,,,,,
Aruncus_dioicus,Aruncus,Aruncus dioicus,0,1,660,Aruncus dioicus,Rosaceae,48300,63.3.1,922,1535,668,ZDSF,3.5,I,2,I,2,II,3.5,I,1,3,I,4,I,,,3,I,3,I,h,s,3,Rs,ccs,Bo,Sr,di zw,r12,05-juil,5 6 7,3,ca my me hm,-,,2,mg e,B3a,2.6 4.2 7.2 9.2,1,I,2,<,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.731 14.73301 14.735,14.731,Fagion sylvaticae,14.73301,Arunco-Fraxinetum castanosum,14.735,Tilio-Acerion,,,,
Astragalus_glycyphyllos,Astragalus,Astragalus glycyphyllos,0,1,740,Astragalus glycyphyllos,Fabaceae,54000,64.17.12,1168,1791,803,ZDSF,3.5,I,4,I,3,II,2,I,1,4,I,3,I,,m,3,I,3,I,h,s,3,Rs Wv,ccs,Bo En,Sr,zw,p7,06-ao_t,6 7 8,3,me,1,,2,tg h e,B6,2.6 6.7 7.4 9.1,1,I,2,,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.81104 11.111,14.81104,Sileno nutantis-Quercetum,11.111,Geranion sanguinei,,,,,,
Bromus_benekenii,Bromus,Bromus benekenii,0,1,953,Bromus benekenii,Poaceae,65400,139.21.8,2606,362,2252,ZDSF,3.5,II,4,I,3,II,3,I,2,4,II,3,I,,m,3,I,3,I,h,t,3,Rs,ccs,Me,Ho,zw,,05-juil,5 6 7,3,an,-,,2,e,B6,2.6 6.7 9.1 9.2,1,I,1,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,-,14.731 14.735 13.321,14.731,Fagion sylvaticae,14.735,Tilio-Acerion,13.321,Sambuco-Salicion capreae,,,,
Bromus_ramosus,Bromus,Bromus ramosus,0,1,954,Bromus ramosus,Poaceae,66800,139.21.9,2605,361,2251,ZDSF,3.5,II,2,I,2,II,3,I,2,3,I,3,I,,,3,I,3,I,h,t,3,Rs,ccs,Me,Ho,zw,,06-juil,6 7,2,an,-,,2,e,D3,2.3 2.6 9.1 9.2,1,I,1,=,LC,LC,LC,LC,LC,VU,LC,LC,LC,LC,EN,VU,VU,VU,-,-,11.412,NA,,NA,,11.412,Atropion,,,,
Bupleurum_falcatum,Bupleurum,Bupleurum falcatum,0,1,981,Bupleurum falcatum,Apiaceae,69100,97.35.12.1,1432,2151,1163,ZDSF,4,I,4,I,3,II,2.5,I,1,4,I,1,I,,m,3,I,3,I,h,s,3,Rs,crs,Bo Ep,Sr,zw,,07-sept,7 8 9,3,,2,,2,e,D3,6.7 9.1 9.2 9.3,6,I/A,2,,LC,LC,LC,VU,VU,VU,EN,NT,NT,-,LC,-,-,-,-,-,11.111 5.211 14.81102,11.111,Geranion sanguinei,5.211,Convolvulo-Agropyrion repentis,14.81102,Arabidi turritae-Quercetum pubescentis,,,,
Campanula_barbata,Campanula,Campanula barbata,0,1,1058,Campanula barbata,Campanulaceae,74700,118.1.9,1900,2914,1691,ZDSF,2,I,3,I,4,I,3,I,1,2,I,2,I,,,5,II,3,I,h-k,w,3,Wd Wv,crs,Bo,Au Sr,zw,p7,06-ao_t,6 7 8,3,,2,,1,e,E4d,6.5 7.1 8.2 9.1,2,I,2,=,LC,-,-,-,EN,-,EN,LC,LC,LC,LC,LC,LC,LC,LC,LC,10.412 12.313 12.312,10.412,Nardion strictae,12.313,Juniperion nanae,12.312,Rhododendro-Vaccinion,,,,
Campanula_scheuchzeri,Campanula,Campanula scheuchzeri,0,1,1110,Campanula scheuchzeri,Campanulaceae,77200,118.1.42,1907,2933,1703,ZDSF,1.5,I,3,I,4,I,2.5,II,1,3,II,3,II,,m,3,II,3,II,h,w,3,Rs Wd,crs,Bo,Au Sr,zw,p18,06-ao_t,6 7 8,3,me le,4,,2,e,E1,3.3 6.3 6.5 7.2,2,I,2,=,LC,NT,NT,-,EN,EN,EN,LC,LC,LC,LC,LC,LC,LC,LC,LC,10.21 10.412 14.31214,10.21,Seslerietalia caeruleae,10.412,Nardion strictae,14.31214,Larici-Pinetum cembrae,,,,
Carduus_defloratus,Carduus,Carduus defloratus,0,1,1182,Carduus defloratus,Asteraceae,81600,124.60.9.1,2209,2980,1869,ZDSF,2.5,II,4,I,4,I,2,I,1,4,I,3,I,,m,1,II,3,II,h,s,3,Rh,crs,Me,Sr,zw,,06-sept,6 7 8 9,4,le hm my ca (ps) (sp),2,,2,e,F1,3.3 3.4 6.5 7.2,2,I,2,*,LC,LC,LC,NT,NT,VU,NT,LC,LC,LC,LC,LC,LC,LC,LC,LC,10.21 10.421 15.001,10.21,Seslerietalia caeruleae,10.421,Festucion variae,15.001,F_hrenw_lder trockener Standorte,,,A,
Carex_ornithopoda,Carex,Carex ornithopoda,0,1,1310,Carex ornithopoda,Cyperaceae,91200,138.17.65,2574,513,-,ZDSF,3.5,II,3,I,3,II,2.5,II,1,4,I,2,I,,m,3,II,3,I,h,t,3,Rs,crs,My,Sr,mo,,04-juin,4 5 6,3,an,1,,2,e,D3,6.2 9.1 9.2 9.3,1,I,2,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,10.2 14.21 14.73124,10.2,Elyno-Seslerietea caeruleae,14.21,Erico-Pinetalia,14.73124,Taxo-Fagetum,,,,
Centaurea_triumfettii,Centaurea,Centaurea triumfettii,0,1,1401,Centaurea triumfettii,Asteraceae,100900,124.68.30,2236,3000,1905,ZDSF,3,I,4,I,3,II,2.5,I,2,4,I,3,I,,m,3,I,3,I,h,w,3,Rh,ccs,Bo My,Sr Ws?,zw,,05-juil,5 6 7,3,me,2,,2,,E2,6.2 6.5 9.1 9.3,1,I,2,=,NT,-,-,-,-,-,-,-,-,-,VU,-,NT,NT,-,-,11.111,NA,,NA,,11.111,Geranion sanguinei,,,,
Centaurea_vallesiaca,Centaurea,Centaurea vallesiaca,1,0,1407,Centaurea valesiaca,Asteraceae,101100,124.68.9,2242,3018,1893,ZDSF,4.5,I,5,I,4,I,1,I,1,4,I,2,I,,,1,II,3,I,k-t,t,3,Wv,crs,Bo,Kv,zw,p3,07-sept,7 8 9,3,me,1,,3,,F2b,3.1 3.2 6.2 9.1,6,I,2,,NT,-,-,-,-,-,-,-,-,-,NT,-,EN,EN,-,-,9.1132,NA,,NA,,9.1132,Stipo-Poenion perconcinnae,,,,
Clinopodium_vulgare,Clinopodium,Clinopodium vulgare,0,1,1602,Clinopodium vulgare,Lamiaceae,116600,108.21.1.1,1694,2535,1424,ZDSF,4,I,3,I,3,II,2.5,I,1,4,II,2,I,,,3,I,3,I,g,t,3,Rs,ccs,Me Dy,Au,ve-di,p2,07-sept,7 8 9,3,,2,,3,e,B6,2.6 6.7 9.2 9.3,6,I,2,=,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,14.735 14.811 11.111,14.735,Tilio-Acerion,14.811,Quercion pubescenti-sessiliflorae,11.111,Geranion sanguinei,,,,
Consolida_hispanica,Consolida,Consolida hispanica,0,1,1638,Consolida hispanica,Ranunculaceae,-,19.11.1,-,-,-,,4,I,3,I,4,I,2,I,2,4,I,3,I,,,3,I,3,II,t,s,3,-,rrr,Bo At,Kv,zw,,06-ao_t,6 7 8,3,,-,,1,gg h,C2,2.1 2.9,-,A,4,,,,,,,,,,,,,,,,,,2.312,NA,,NA,,2.312,Caucalidion lappulae,c i k,,,
Coronilla_coronata,Coronilla,Coronilla coronata,0,1,1664,Coronilla coronata,Fabaceae,120000,64.38.3,1188,1784,921,ZDSF,4,I,4,I,3,II,2,I,2,5,I,2,I,,,1,I,3,I,c,s,3,Rh,css,Me,Sr,zw,p10,05-juin,5 6,2,me,-,,1,mg,E1,6.2 6.7 9.1 9.3,1,I,1,,NT,NT,NT,NT,VU,-,VU,EN,-,EN,-,EN,-,-,-,-,14.811 11.111,14.811,Quercion pubescenti-sessiliflorae,11.111,Geranion sanguinei,,,,,,
Crepis_biennis,Crepis,Crepis biennis,0,1,1713,Crepis biennis,Asteraceae,123100,124.97.15,2337,3318,1972,ZDSF,3.5,I,3,I,4,I,3,I,1,3,I,4,I,s,m,3,I,3,I,k,w,3,Wv,ccr,Me Dy,Kv,zw,p1,05-sept,5 6 7 8 9,5,au me,3,,2,e,D3,2.2 6.3 7.4 9.2,8,I,3,,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,11.241,NA,,NA,,11.241,Arrhenatherion elatioris,,,,
Erigeron_annuus,Erigeron,Erigeron annuus,0,1,2194,Erigeron annuus,Asteraceae,153900,124.6.1.1,2057,3141,-,ZDSF,4,I,3,I,4,I,2.5,I,2,3,I,4,I,,m,3,I,3,I,k-t,w,3,-,ccr,Me,Kv,fa ve,p1,06-oct,6 7 8 9 10,5,my ps,2,,2,,A2,2.2 2.5 6.2 6.7,7,Nw,3,<,(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),(LC),11.31 5.1 11.24,11.31,Convolvuletalia,5.1,Artemisietea vulgaris,11.24,Arrhenatheretalia elatioris,,235,,
Festuca_paniculata,Festuca,Festuca paniculata,0,1,2405,Festuca paniculata,Poaceae,169000,139.1.1,2620,333,2170,ZDSF,3,I,4,I,4,I,2,I,1,2,I,3,I,,,3,I,3,I,h,t,3,Rh Zw,crs,Me,Ho,zw,,06-ao_t,6 7 8,3,an,3,,3,e,E2,3.3 6.2 6.3 6.5,2,I,2,=,LC,-,-,-,-,-,-,-,-,-,-,-,LC,LC,-,-,10.421,10.421,Festucion variae,NA,,,,,,,
Genista_germanica,Genista,Genista germanica,0,1,2600,Genista germanica,Fabaceae,181600,64.8.9,1082,1682,791,ZDSF,3.5,II,4,I,3,I,2,II,3,2,II,2,I,,m,5,I,3,I,z,w,3,Wh,ccs,Au,Sr,zw,r21,05-juin,5 6,2,me,1,,4,tg,D3,6.7 7.1 7.4 9.2,6,I/N,2,,LC,NT,NT,VU,VU,VU,VU,RE,-,RE,VU,-,LC,LC,VU,-,12.211 14.41101,12.211,Genistion,14.41101,Phyteumo betonicifoliae-Quercetum castanosum,,,,,,
